Latitude,Longitude,Magnitude,Depth,Geo_Cluster,Multi_Cluster
37.2882,37.0352,4.2,3.1,0,0
41.2983,43.9665,4.0,5.0,3,0
36.312,36.0592,4.6,5.5,0,0
37.8192,37.85,4.2,7.6,0,0
37.984,37.046,4.2,1.5,0,0
38.7323,35.3018,4.0,5.0,4,0
38.7025,35.3258,4.4,1.1,4,0
37.8488,36.6198,4.0,3.2,0,0
37.8332,36.5797,4.6,4.9,0,0
37.3835,36.2883,4.0,5.7,0,0
38.2687,38.2688,4.1,5.0,0,0
38.6273,26.7337,4.2,7.4,1,0
38.2492,38.2912,5.5,5.7,0,0
38.011,37.059,4.4,5.0,0,0
37.8938,37.6095,5.1,2.8,0,0
36.0303,35.9407,4.3,11.7,0,0
38.1623,36.723,4.0,5.0,0,0
38.0673,37.0657,4.6,4.5,0,0
37.9895,34.0188,5.3,5.0,-1,0
38.389,37.4805,4.2,5.0,0,0
36.0173,35.8915,4.0,10.5,0,0
38.9262,41.1238,4.4,5.0,0,0
36.1363,43.534,4.3,5.0,-1,0
38.1522,38.6985,4.7,5.0,0,0
35.3868,35.1938,4.1,15.7,-1,0
38.8165,37.3843,4.7,5.0,0,0
37.9682,34.0028,4.4,7.8,-1,0
38.0917,36.5163,4.1,5.0,0,0
36.1142,36.0933,5.0,6.3,0,0
38.064,37.726,4.5,5.0,0,0
37.2942,37.1567,4.0,4.7,0,0
36.1008,36.2632,4.2,4.9,0,0
38.0842,38.4292,4.0,4.9,0,0
38.1173,37.8682,4.3,5.1,0,0
38.4738,40.3068,4.5,6.4,0,0
38.2412,37.2807,4.1,5.3,0,0
38.0575,36.589,4.0,6.3,0,0
38.4255,40.147,4.0,7.0,0,0
38.2217,38.6467,4.2,5.0,0,0
38.1003,38.6863,4.0,5.0,0,0
38.0287,37.4348,4.4,5.0,0,0
36.2547,35.9927,4.2,5.0,0,0
36.1015,36.1195,4.2,11.5,0,0
36.1592,35.9255,4.0,8.5,0,0
36.1163,35.8977,4.1,14.1,0,0
36.1988,36.0495,4.0,15.6,0,0
36.2318,35.9117,4.0,5.3,0,0
36.177,36.0277,4.6,15.9,0,0
36.0487,36.1132,6.4,20.2,0,-1
38.6747,40.0173,4.4,5.0,0,0
38.6712,40.0143,4.3,5.0,0,0
38.0987,36.8188,4.7,5.4,0,0
38.6788,39.997,4.6,6.2,0,0
38.6468,39.9768,4.5,5.0,0,0
38.6477,39.9862,4.7,5.0,0,0
38.2627,38.769,4.5,4.9,0,0
37.3672,36.848,4.1,8.6,0,0
38.2593,38.199,4.7,5.0,0,0
37.5228,37.1482,4.0,8.0,0,0
37.4913,37.2172,4.0,5.4,0,0
37.2505,36.8535,4.6,8.2,0,0
37.2573,36.831,4.3,5.9,0,0
38.088,36.2443,4.6,5.0,0,0
36.8498,36.5493,4.1,8.8,0,0
38.0803,36.6068,5.3,5.9,0,0
38.0277,38.1537,4.2,3.9,0,0
38.0652,36.5767,4.0,5.4,0,0
38.0843,37.1717,4.1,5.0,0,0
38.2375,38.2152,4.1,5.0,0,0
37.861,36.3675,4.0,5.0,0,0
38.6412,39.6752,4.4,6.4,0,0
37.934,36.3155,4.4,5.3,0,0
38.2258,38.1437,4.1,5.0,0,0
37.506,37.2103,4.0,9.2,0,0
39.1853,40.233,4.9,7.0,0,0
38.8873,38.0813,4.0,5.0,0,0
37.9368,37.9445,4.0,5.0,0,0
36.1652,35.7968,5.0,19.0,0,0
38.1868,37.8783,4.9,5.0,0,0
35.962,35.8687,4.6,14.8,0,0
38.1395,38.558,4.4,5.0,0,0
38.0625,36.64,4.5,1.6,0,0
35.7865,31.0297,4.0,2.8,1,0
38.0278,36.4377,4.7,5.0,0,0
38.0898,36.6373,4.4,5.0,0,0
35.9315,36.0952,4.0,18.1,0,0
36.8093,36.4988,4.4,9.2,0,0
38.5632,37.4538,4.6,1.6,0,0
38.071,37.1402,4.1,5.0,0,0
36.105,35.9597,4.1,7.4,0,0
38.0275,36.4305,4.9,5.0,0,0
38.2118,38.6805,4.1,5.0,0,0
37.8465,36.282,4.1,5.0,0,0
38.1143,38.533,4.4,1.3,0,0
36.9307,36.5358,4.7,3.2,0,0
38.0442,36.612,4.7,6.0,0,0
37.3018,37.0453,4.0,8.1,0,0
37.3627,36.9417,4.9,2.1,0,0
38.8445,38.0723,5.3,4.4,0,0
38.2038,38.0195,4.1,5.0,0,0
37.8183,36.5503,4.1,1.7,0,0
38.0368,38.2677,4.6,2.1,0,0
38.0207,38.1648,4.0,5.0,0,0
36.9222,36.7335,4.2,8.2,0,0
38.1878,38.1883,4.0,1.1,0,0
41.7137,42.1323,4.4,5.0,-1,0
38.0022,37.4647,4.3,1.0,0,0
36.4127,36.3135,4.3,7.6,0,0
37.967,38.239,4.1,5.0,0,0
38.0632,38.4717,4.0,5.4,0,0
36.2342,35.9713,4.0,5.6,0,0
38.0673,36.5303,4.2,1.0,0,0
36.6638,36.4495,4.4,4.8,0,0
36.129,36.382,4.0,8.9,0,0
37.8458,37.88,4.2,5.0,0,0
38.1657,38.6955,4.4,5.0,0,0
36.2352,36.0937,4.3,3.6,0,0
41.861,42.1142,4.5,5.0,-1,-1
38.012,36.4608,4.5,4.7,0,0
37.9752,36.3522,4.1,5.1,0,0
38.8502,38.0623,4.7,5.0,0,0
38.0845,36.6177,4.3,4.6,0,0
36.5337,36.2512,4.1,5.0,0,0
38.1217,36.6787,4.5,1.9,0,0
38.08,38.1577,4.0,5.0,0,0
37.1318,36.9543,4.5,6.0,0,0
38.0745,36.6028,4.2,5.1,0,0
37.9977,38.1832,4.0,5.0,0,0
38.0008,38.4142,4.2,2.7,0,0
37.641,37.4035,4.0,8.8,0,0
36.6357,36.4518,4.2,10.6,0,0
38.5485,39.6743,4.0,5.0,0,0
38.1035,38.5467,4.0,5.0,0,0
38.174,38.5718,4.0,3.9,0,0
37.9277,36.3287,4.8,5.0,0,0
38.2937,38.1118,4.0,5.0,0,0
38.2273,38.1848,4.1,4.4,0,0
38.0728,38.1002,4.3,5.0,0,0
35.022,35.1887,4.0,85.0,-1,-1
37.3523,36.8352,4.1,2.1,0,0
37.9407,37.4837,4.0,7.1,0,0
38.088,38.4682,4.1,5.3,0,0
38.229,38.1608,5.0,4.3,0,0
38.1995,38.2138,4.5,5.0,0,0
37.8842,36.6853,4.4,1.2,0,0
36.975,36.6858,4.2,10.1,0,0
37.2458,36.8437,4.2,12.9,0,0
36.2195,35.8407,4.1,23.2,0,0
38.106,36.5195,4.0,5.0,0,0
38.5823,39.7753,4.0,5.0,0,0
38.137,37.812,4.2,5.0,0,0
37.2693,36.8428,4.4,7.1,0,0
39.1323,40.1713,4.5,5.8,0,0
38.1085,38.6257,4.4,3.7,0,0
38.0,36.6913,4.1,2.9,0,0
37.0452,36.6677,4.8,6.1,0,0
37.9793,37.6133,4.1,2.1,0,0
37.966,37.5958,4.2,5.0,0,0
38.251,38.2752,4.1,6.7,0,0
38.0922,36.6292,4.1,5.3,0,0
38.1657,38.5282,4.1,5.0,0,0
38.1217,38.5595,4.0,5.0,0,0
37.9092,37.7205,4.5,6.1,0,0
38.5095,40.3777,4.5,3.6,0,0
38.4558,39.2127,4.2,6.0,0,0
38.2588,38.1953,4.0,4.2,0,0
38.26,38.1107,4.0,3.1,0,0
36.3298,36.158,4.1,7.9,0,0
39.7548,40.6575,4.4,1.7,0,0
38.0982,37.205,4.2,7.3,0,0
37.8513,36.6278,4.3,5.0,0,0
38.0448,37.0468,4.2,5.0,0,0
38.112,38.5327,4.3,4.7,0,0
38.0692,36.6108,4.3,5.2,0,0
37.996,37.3815,5.0,4.2,0,0
38.0642,36.6713,4.1,4.9,0,0
37.9917,37.629,4.8,5.0,0,0
37.995,37.6223,5.5,4.3,0,0
38.151,37.8265,4.3,3.9,0,0
37.0965,37.0088,4.4,3.5,0,0
36.6648,36.4062,4.2,6.9,0,0
38.0977,37.81,4.1,5.0,0,0
38.0375,36.4715,5.3,5.0,0,0
36.1473,36.2417,4.6,8.8,0,0
38.048,38.338,4.1,3.6,0,0
38.0647,36.7432,4.4,3.2,0,0
37.982,37.6443,4.0,3.7,0,0
37.502,37.1517,4.1,4.7,0,0
37.1442,36.6778,4.0,5.4,0,0
37.9163,38.0587,4.4,7.0,0,0
36.0775,35.8118,4.2,14.8,0,0
37.981,37.3963,4.9,5.0,0,0
37.8748,36.685,4.0,7.4,0,0
38.0572,36.5592,4.2,5.3,0,0
38.6663,39.9377,4.7,5.0,0,0
38.0778,36.9358,4.3,1.9,0,0
38.0233,42.8142,4.2,5.0,0,0
38.102,36.6338,5.2,5.9,0,0
38.0313,36.425,4.1,5.0,0,0
38.0265,37.6578,4.0,5.0,0,0
38.2262,37.3442,4.0,3.3,0,0
37.992,36.4482,5.0,5.0,0,0
37.3573,37.08,5.0,4.2,0,0
38.5165,40.4197,4.0,8.0,0,0
37.9817,36.494,4.1,4.7,0,0
36.136,35.799,4.5,19.7,0,0
38.0903,36.5537,4.0,4.9,0,0
38.2648,38.2127,4.5,5.2,0,0
37.9968,37.4845,4.0,5.0,0,0
38.0593,37.471,4.1,5.0,0,0
37.851,36.7173,4.0,7.0,0,0
37.8532,36.6253,4.3,2.4,0,0
36.3837,35.73,4.1,7.2,0,0
38.3477,38.14,4.7,5.6,0,0
38.148,38.5165,5.4,8.2,0,0
38.2317,38.6147,4.0,3.5,0,0
38.0172,37.4867,4.4,5.0,0,0
36.7455,36.4308,4.0,5.4,0,0
38.1255,37.6252,4.5,7.4,0,0
38.1468,38.606,5.5,5.0,0,0
38.3283,37.6547,4.7,5.0,0,0
38.0238,36.507,4.5,5.0,0,0
38.2572,38.1493,4.2,5.0,0,0
37.9972,37.54,4.1,5.6,0,0
36.3017,36.1045,4.7,9.4,0,0
36.8282,36.5265,4.4,4.7,0,0
37.9955,37.541,4.2,3.1,0,0
37.5538,37.216,4.3,7.8,0,0
36.5005,36.139,4.1,3.7,0,0
37.8233,37.5912,4.1,7.1,0,0
37.6527,37.2252,4.2,5.0,0,0
37.8225,37.6303,5.6,2.0,0,0
37.9495,37.606,5.0,7.5,0,0
38.0712,36.6312,4.8,4.3,0,0
35.922,36.0167,4.7,2.5,0,0
38.0852,36.9202,4.2,5.3,0,0
38.574,37.4423,4.2,1.0,0,0
37.3865,36.9783,4.1,13.1,0,0
38.0612,37.5938,4.1,7.8,0,0
38.0993,36.7803,4.2,5.0,0,0
38.0992,36.8243,4.0,5.4,0,0
38.0238,37.3937,4.2,2.9,0,0
38.1092,36.5365,4.4,5.0,0,0
37.9838,37.4182,4.3,5.8,0,0
38.3308,38.177,4.4,5.0,0,0
38.0673,36.487,5.1,1.8,0,0
38.0722,36.5113,4.0,5.0,0,0
38.0752,37.052,5.1,5.0,0,0
36.7137,36.4628,4.4,7.9,0,0
37.9598,36.2998,4.0,5.0,0,0
38.0372,36.4702,4.4,23.0,0,0
38.1835,38.2753,5.1,2.5,0,0
36.2113,35.9503,4.1,23.8,0,0
37.4157,35.4068,4.4,5.0,0,0
37.9578,36.505,4.9,5.0,0,0
38.2898,38.0705,4.5,5.0,0,0
37.2528,37.0375,5.4,2.4,0,0
38.2977,38.7828,4.2,5.5,0,0
38.0327,36.4248,4.4,5.0,0,0
38.071,37.6453,4.3,4.6,0,0
38.1727,37.727,4.8,8.5,0,0
38.0822,36.5477,4.4,5.0,0,0
38.0678,38.0545,4.6,12.3,0,0
37.4657,37.1223,4.4,4.4,0,0
38.1233,37.2257,4.3,5.0,0,0
37.8637,36.955,4.1,11.3,0,0
38.06,36.3278,4.4,5.0,0,0
38.0642,37.4463,4.1,1.8,0,0
38.2785,38.1673,4.2,8.7,0,0
38.069,38.2485,4.1,23.1,0,0
38.1755,38.5422,4.2,7.3,0,0
38.0725,36.4693,5.2,5.0,0,0
38.1738,36.6123,4.5,8.3,0,0
38.1993,37.8262,4.6,6.2,0,0
37.1105,36.7333,4.7,5.4,0,0
38.1315,36.6465,4.6,3.0,0,0
38.1213,36.507,4.1,6.5,0,0
38.1108,37.3967,4.2,1.8,0,0
37.9845,37.3282,4.4,5.4,0,0
38.14,36.7917,4.1,15.8,0,0
37.963,36.45,5.3,5.0,0,0
38.3002,39.1113,4.4,10.0,0,0
36.6822,36.3547,4.7,7.4,0,0
37.3382,36.8552,4.6,4.9,0,0
38.1357,36.3535,4.2,7.7,0,0
38.0697,36.5073,4.5,4.5,0,0
38.1505,36.9143,4.4,7.0,0,0
38.0585,36.4357,4.1,2.4,0,0
38.1242,37.7553,4.1,14.2,0,0
38.2742,38.1295,5.5,5.0,0,0
38.4495,37.7962,5.2,16.2,0,0
37.9847,37.5438,4.1,4.6,0,0
38.1175,37.8218,4.5,5.0,0,0
38.1317,38.484,4.4,6.4,0,0
38.1705,37.7658,4.2,7.5,0,0
38.003,36.4248,4.5,5.0,0,0
36.8283,36.5308,4.8,7.4,0,0
37.4743,37.1982,4.2,5.0,0,0
38.2397,38.1477,4.1,3.1,0,0
38.0418,37.4437,4.0,8.9,0,0
37.3848,36.8235,4.1,5.0,0,0
38.177,39.4857,4.0,6.3,0,0
37.9982,37.4315,4.5,5.1,0,0
38.0237,36.3902,4.3,5.0,0,0
38.3255,38.1803,4.0,7.1,0,0
38.018,37.6235,5.1,7.0,0,0
38.1483,37.5448,5.3,6.1,0,0
36.324,36.2645,4.1,1.6,0,0
38.0715,37.5673,4.1,5.4,0,0
38.2602,38.6558,4.2,3.8,0,0
36.4858,36.2212,4.0,9.2,0,0
38.1767,36.9337,4.0,5.4,0,0
38.081,36.4812,4.9,5.0,0,0
37.978,38.0678,4.1,6.1,0,0
38.0845,36.5935,4.3,5.0,0,0
38.0007,36.6105,4.5,5.7,0,0
38.0018,36.0977,4.0,5.4,0,0
38.0262,37.5938,4.7,9.4,0,0
38.073,37.4315,4.3,13.6,0,0
38.069,37.3847,4.2,6.7,0,0
38.3375,37.3762,4.4,5.4,0,0
38.1908,36.6173,4.6,5.0,0,0
38.158,37.0353,4.5,1.8,0,0
38.0772,36.4573,4.3,5.4,0,0
38.037,36.5622,4.6,2.5,0,0
37.8098,37.795,4.8,21.2,0,0
38.2663,38.2253,4.8,4.2,0,0
38.1167,38.54,4.0,5.7,0,0
38.0958,36.4045,4.3,5.0,0,0
37.9442,37.4725,4.0,17.8,0,0
38.0033,37.4815,4.9,3.4,0,0
38.0432,36.3895,4.2,4.8,0,0
38.0243,36.5085,6.0,5.0,0,-1
38.0832,37.6983,4.9,6.9,0,0
38.0657,36.4678,4.2,5.0,0,0
38.1953,37.8298,4.1,5.0,0,0
38.052,36.3645,4.5,6.9,0,0
38.3002,38.149,4.5,1.1,0,0
38.1133,36.4683,4.4,5.0,0,0
38.0275,37.4738,4.5,5.2,0,0
38.1552,37.6912,4.1,7.0,0,0
38.2515,37.9625,4.4,5.0,0,0
38.06,38.1768,4.7,12.2,0,0
38.0583,36.5323,4.3,14.0,0,0
38.0988,36.6077,4.1,9.2,0,0
38.0655,37.2945,4.8,6.8,0,0
38.1308,36.4318,4.8,5.4,0,0
38.0642,36.7998,4.2,9.3,0,0
37.8932,37.32,4.2,24.0,0,0
38.176,37.7892,4.2,11.8,0,0
38.0508,37.4558,4.3,19.5,0,0
38.1855,37.9793,5.8,7.5,0,0
38.1405,37.7047,4.4,10.5,0,0
38.0585,36.5362,4.4,8.0,0,0
38.1678,36.8755,4.5,8.0,0,0
38.197,37.8608,4.4,11.6,0,0
38.1212,37.5037,4.2,5.0,0,0
38.1433,37.7937,5.8,8.2,0,0
38.0392,37.0478,5.4,4.6,0,0
37.9745,36.3452,4.8,13.6,0,0
38.3543,38.2823,5.7,16.1,0,0
38.0818,37.1773,7.4,5.0,0,-1
38.1272,38.3498,4.2,7.9,0,0
38.827,39.4907,4.2,5.0,0,0
37.2655,36.7483,4.7,5.0,0,0
36.9412,36.421,4.9,10.3,0,0
38.1602,38.2385,4.2,5.0,0,0
36.8702,36.4042,4.0,5.0,0,0
38.1288,38.3557,4.5,8.1,0,0
37.4877,37.1302,4.6,3.2,0,0
38.2048,38.3557,4.2,5.0,0,0
37.942,37.9558,4.1,8.9,0,0
36.6043,36.5467,4.2,11.8,0,0
37.9828,37.9285,4.1,5.8,0,0
37.4755,37.137,4.0,7.7,0,0
37.4602,36.8688,4.0,5.0,0,0
36.5962,36.4158,4.4,9.8,0,0
37.5012,37.1373,4.3,4.8,0,0
37.705,37.3625,4.9,8.5,0,0
37.9727,38.1468,4.0,12.9,0,0
38.0872,38.2455,4.0,2.7,0,0
37.291,37.0777,4.4,5.0,0,0
36.1603,36.097,4.5,15.0,0,0
37.3487,36.9488,4.1,3.8,0,0
38.1153,38.4452,4.4,8.5,0,0
36.3343,36.227,4.2,9.5,0,0
36.186,35.866,4.1,5.0,0,0
38.0347,38.083,4.1,5.0,0,0
36.3173,36.124,4.7,11.2,0,0
36.4978,36.3498,4.0,9.6,0,0
37.9782,38.0628,4.3,23.5,0,0
38.1558,38.239,4.3,5.0,0,0
38.0342,38.2685,4.4,21.1,0,0
38.1052,38.32,4.0,9.4,0,0
37.8865,37.7202,4.2,8.3,0,0
37.3347,36.8597,4.1,6.1,0,0
37.8882,37.7873,4.5,8.6,0,0
37.4705,37.0332,4.4,25.9,0,0
36.687,36.3987,4.6,8.3,0,0
37.886,37.642,4.5,6.3,0,0
36.4372,36.2405,4.3,5.4,0,0
37.2892,36.809,4.5,5.4,0,0
37.5337,37.2512,4.2,5.5,0,0
40.2027,27.7153,4.0,8.2,1,0
38.1287,38.5703,5.0,3.1,0,0
37.378,37.0698,4.5,13.1,0,0
38.1443,38.5257,4.0,5.0,0,0
36.9732,36.8783,4.2,9.0,0,0
37.822,37.5243,4.2,10.7,0,0
37.9562,37.3555,4.4,9.9,0,0
37.2323,36.8512,4.0,18.3,0,0
36.0993,36.4767,4.2,23.7,0,0
38.2888,38.5832,4.9,2.4,0,0
37.3835,37.1407,4.1,6.7,0,0
38.1292,38.5233,4.6,10.4,0,0
37.0925,36.5758,4.1,4.5,0,0
37.9073,37.7883,4.3,15.6,0,0
38.1263,38.5332,4.2,15.6,0,0
38.112,38.4548,4.3,9.2,0,0
37.9545,37.8323,4.2,8.7,0,0
38.1708,38.528,4.9,7.0,0,0
38.2137,38.5413,4.0,3.3,0,0
39.3388,38.9445,4.3,5.0,0,0
37.3553,37.0323,4.6,1.8,0,0
36.636,36.4728,4.5,11.1,0,0
38.527,40.399,4.0,8.5,0,0
36.1583,36.1225,4.1,8.9,0,0
38.1248,38.4055,4.0,1.5,0,0
37.1313,36.9215,4.6,10.8,0,0
