Latitude,Longitude,Magnitude,Depth,Geo_Cluster,Multi_Cluster
37.6815,37.133,4.4,13.3,0,0
37.34,36.803,4.0,6.0,0,0
36.3767,37.2012,4.7,28.3,-1,0
38.0853,38.238,4.3,6.3,0,0
37.2953,37.0002,4.2,11.2,0,0
37.1433,36.9688,5.4,5.1,0,-1
37.5562,37.2987,4.4,12.5,0,0
38.1577,37.6867,4.0,9.3,0,0
37.0905,36.7435,4.9,8.3,0,0
37.4733,37.9585,4.0,9.3,0,0
38.2667,38.5573,4.4,5.4,0,0
38.0735,38.1987,4.7,5.5,0,0
37.9008,37.8448,5.5,8.1,0,0
37.2733,36.9843,4.9,7.5,0,0
36.9258,36.6683,5.3,7.6,0,-1
37.0915,36.6922,4.3,11.6,0,0
36.2105,36.2737,4.6,6.1,0,0
37.4805,37.118,4.9,5.8,0,0
36.8127,36.565,4.4,16.1,0,0
38.2158,38.6605,4.7,5.8,0,0
38.0322,38.1033,4.9,9.0,0,0
38.5715,40.5307,4.4,2.2,0,0
36.2877,36.2773,4.1,9.9,0,0
37.9462,38.207,4.6,11.8,0,0
37.7075,36.708,4.0,5.0,0,0
35.1208,35.248,4.2,2.2,-1,-1
37.0485,36.4047,5.6,8.2,0,-1
38.8125,37.5283,4.3,5.8,0,0
37.2127,36.777,6.6,5.0,0,-1
37.265,36.8442,5.6,8.9,0,0
37.1578,36.8092,4.5,9.7,0,0
37.1757,37.085,7.5,5.5,0,-1
40.7685,34.9703,4.1,5.0,2,0
37.1995,36.4118,4.2,5.3,0,0
38.5417,44.9703,4.0,5.0,0,0
35.7205,35.7107,4.4,11.4,0,0
38.5285,44.9293,4.6,9.2,0,0
35.7145,28.5595,5.9,26.9,1,-1
35.3352,31.2668,4.0,51.9,1,-1
39.3633,26.2825,4.0,7.1,1,0
38.5343,44.8872,4.2,1.5,0,0
38.5045,44.7795,4.4,5.0,0,0
38.519,44.7368,4.5,5.0,0,0
38.494,44.9765,4.4,5.0,0,0
38.5678,44.7382,5.8,5.4,0,-1
38.4528,39.1458,4.9,3.0,0,0
35.5712,36.6723,4.6,6.4,-1,0
39.364,26.293,4.0,7.6,1,0
39.3738,26.2793,4.0,7.9,1,0
39.3642,26.2495,5.1,4.7,1,0
39.3613,26.2188,4.2,5.9,1,0
39.3678,26.2345,5.0,14.8,1,0
39.3923,26.2472,4.1,12.5,1,0
39.372,26.2773,5.2,11.1,1,0
35.8705,29.4225,4.1,10.3,1,0
35.8425,26.4342,4.0,25.9,1,0
38.8307,43.5613,4.0,5.0,0,0
36.3978,36.4455,4.9,8.4,0,0
40.369,27.1058,4.4,12.0,1,0
36.1725,26.9685,4.1,15.8,1,0
37.888,27.2308,4.0,11.2,1,0
40.8267,30.9423,4.1,5.7,1,0
40.8498,31.0365,4.5,17.5,1,0
35.3592,27.7752,4.3,85.6,1,0
40.8182,30.9207,4.4,5.0,1,0
40.831,30.9977,6.1,8.3,1,-1
35.835,26.4338,5.4,75.7,1,0
38.7185,42.5843,4.2,5.0,0,0
36.0878,27.53,4.0,7.4,1,0
38.3653,27.1948,5.0,13.5,1,0
35.8263,30.951,4.7,9.9,1,0
38.2457,38.7717,4.0,5.7,0,0
39.5495,28.2042,4.3,8.2,1,0
37.3433,37.0597,4.2,5.0,0,0
37.3658,37.1868,4.4,5.5,0,0
37.9182,27.2362,4.1,3.8,1,0
37.9118,27.1982,4.2,5.3,1,0
38.3677,39.0873,4.0,5.0,0,0
37.3025,36.2403,5.0,5.0,0,0
38.4232,44.9837,5.7,1.7,0,-1
37.0608,28.8878,4.6,3.9,1,0
39.6092,40.5292,4.2,5.0,0,0
39.6185,40.533,4.4,5.0,0,0
40.9175,42.9475,4.2,3.6,-1,0
40.7888,42.8227,5.2,5.0,-1,-1
38.4507,44.979,5.0,5.0,0,0
39.3828,40.6543,4.9,5.0,0,0
38.2768,44.0705,4.0,5.0,0,0
36.387,40.3503,4.0,30.3,-1,-1
37.5593,26.8283,4.6,14.4,1,0
37.5827,26.801,5.2,13.6,1,0
37.5767,26.8193,4.8,13.1,1,0
35.2648,32.1598,4.0,7.9,1,0
35.6468,29.8085,4.3,9.6,1,0
37.9828,27.1548,4.9,7.0,1,0
37.4447,36.9815,4.3,5.0,0,0
40.6868,34.858,4.1,5.0,2,0
36.1173,29.628,4.2,20.8,1,0
36.1578,30.9248,4.4,86.2,1,0
39.52,41.2227,4.2,8.1,0,0
37.4135,36.9183,4.3,5.0,0,0
40.1518,27.4163,4.7,8.8,1,0
40.829,31.3458,4.3,6.7,1,0
39.289,27.6953,4.4,4.7,1,0
41.1515,43.8937,4.2,5.0,3,0
41.1432,43.909,4.7,5.0,3,0
39.0767,37.7778,4.7,6.2,0,0
35.2572,27.2012,4.8,56.6,1,0
36.7642,28.2887,4.0,71.9,1,0
38.8293,43.5588,5.1,5.0,0,0
35.9718,31.3312,4.6,29.1,1,0
38.7967,43.6172,4.6,5.0,0,0
38.8077,43.6078,4.0,5.0,0,0
39.8198,27.9482,4.8,10.5,1,0
39.8193,27.9417,4.3,11.2,1,0
36.0362,27.5167,4.7,12.2,1,0
38.9757,29.7125,4.4,5.4,1,0
39.408,40.6412,4.1,5.8,0,0
39.0987,44.1017,4.0,5.0,0,0
41.1213,43.9175,4.3,5.0,3,0
38.1755,26.1732,4.5,8.4,1,0
38.0998,38.4892,4.0,5.0,0,0
41.1055,43.8953,4.5,5.0,3,0
35.2318,27.03,4.4,11.6,1,0
38.1068,38.6505,5.1,5.0,0,0
38.4357,44.3425,4.0,5.0,0,0
37.3692,35.0645,4.0,4.9,0,0
40.0672,28.6335,4.2,6.2,1,0
40.0823,28.628,4.0,4.8,1,0
41.9137,42.6182,4.5,17.7,-1,0
38.052,38.3347,4.3,5.0,0,0
35.592,26.3002,4.0,10.1,1,0
35.6017,26.28,4.2,9.2,1,0
40.728,27.4025,4.3,12.9,1,0
41.0915,43.9442,5.2,5.5,3,-1
36.9645,27.6635,4.0,6.9,1,0
40.4502,28.9882,4.1,7.7,1,0
35.0345,31.962,5.2,60.6,1,-1
37.8938,32.0963,4.1,2.8,-1,0
39.1368,40.0912,4.7,5.0,0,0
35.2153,32.0265,4.3,8.9,1,0
39.5748,28.8363,4.9,5.0,1,0
39.061,35.9265,5.2,5.0,4,0
36.3232,28.8177,4.6,27.0,1,0
38.0315,44.5902,4.1,5.0,0,0
37.6843,26.0155,4.2,6.8,1,0
38.7122,39.9667,4.0,5.0,0,0
35.1167,31.9445,6.4,8.4,1,-1
36.071,31.2173,5.2,16.4,1,0
35.0732,27.0125,4.4,5.0,1,0
35.0682,26.9675,5.6,5.0,1,-1
35.1053,26.919,5.0,5.0,1,0
38.7273,43.5817,4.0,5.0,0,0
40.4937,34.2167,4.2,2.3,2,0
38.872,43.5668,5.1,6.2,0,0
37.6752,26.0065,5.3,7.2,1,0
38.9798,43.5908,4.2,1.6,0,0
39.8032,41.8818,4.8,5.0,0,0
36.209,31.2555,4.0,13.2,1,0
40.6763,36.8192,4.1,1.6,5,0
39.8187,41.8878,5.2,5.0,0,0
40.8103,31.0257,4.3,6.0,1,0
40.8413,31.031,5.2,7.4,1,0
38.2972,38.7943,4.9,6.4,0,0
37.8643,32.12,5.1,2.0,-1,0
41.0812,43.9215,4.1,5.0,3,0
38.682,43.2087,4.1,5.0,0,0
35.2783,26.3085,4.1,7.9,1,0
35.4963,27.2337,4.1,24.3,1,0
35.0007,26.3345,6.3,16.1,1,-1
36.4803,27.1468,4.0,7.0,1,0
36.4742,27.1092,4.4,5.9,1,0
37.4612,30.3525,4.2,5.0,1,0
36.4818,27.141,4.0,9.1,1,0
36.4768,27.1588,4.3,5.0,1,0
36.5902,42.4528,4.3,3.2,0,0
40.5823,36.8932,4.4,5.0,5,0
37.879,29.3197,4.0,6.6,1,0
36.3745,26.9873,4.3,8.4,1,0
36.5025,27.1158,4.5,8.3,1,0
36.5095,27.1005,4.1,6.6,1,0
36.101,31.0842,4.5,5.3,1,0
36.4422,27.0232,4.1,5.4,1,0
37.7582,44.465,4.0,5.0,0,0
36.0357,27.502,4.2,7.8,1,0
36.4435,27.0252,4.1,9.1,1,0
38.9697,30.2045,4.9,5.0,1,0
36.4473,27.0232,4.3,6.5,1,0
36.3982,27.0503,4.7,5.7,1,0
36.3473,27.049,4.4,11.5,1,0
41.2018,44.0023,4.8,17.3,3,0
36.2528,27.0097,4.0,7.9,1,0
36.328,26.9685,4.9,9.0,1,0
36.3388,26.9978,4.1,6.1,1,0
36.348,27.0222,4.1,2.8,1,0
36.3423,27.0013,4.0,9.9,1,0
36.336,26.9947,4.1,17.7,1,0
36.3137,27.0168,4.2,8.5,1,0
38.9247,35.6598,4.0,3.5,4,0
36.3212,27.1055,4.0,21.1,1,0
36.2948,27.1148,4.3,6.7,1,0
36.372,26.9685,4.8,9.5,1,0
36.332,26.973,4.3,9.5,1,0
36.4037,26.9722,5.1,1.6,1,0
36.4222,27.0777,4.0,16.4,1,0
36.3797,27.0245,4.0,4.6,1,0
36.3702,27.0078,4.5,5.4,1,0
36.3468,27.0128,4.3,8.7,1,0
36.3592,27.0287,4.2,8.5,1,0
36.3923,26.9692,5.5,9.5,1,0
36.3617,27.0272,4.6,9.1,1,0
39.2168,40.3347,4.3,4.5,0,0
38.9428,26.0643,4.3,8.9,1,0
37.2153,36.4192,4.4,5.0,0,0
36.406,27.0233,4.5,12.0,1,0
38.9447,26.068,4.4,6.7,1,0
38.958,26.034,4.2,5.0,1,0
38.9472,26.0643,4.0,7.4,1,0
38.1532,39.8887,4.0,5.0,0,0
40.092,34.4735,4.2,2.7,2,0
38.9415,26.0417,4.3,9.2,1,0
38.9435,26.0507,4.4,9.0,1,0
38.5033,39.5955,4.1,5.0,0,0
39.1662,40.2518,5.3,5.0,0,0
36.3745,27.0463,4.0,6.8,1,0
38.6837,44.8173,4.2,5.0,0,0
36.3765,27.0125,4.0,9.1,1,0
36.3708,27.0997,4.0,5.6,1,0
36.3533,27.045,5.5,11.5,1,0
40.95,29.2133,4.0,14.6,1,0
35.7543,28.0922,4.5,86.4,1,0
36.3925,27.0435,4.1,8.9,1,0
36.4368,27.0998,4.2,7.8,1,0
37.5585,36.1435,4.3,5.8,0,0
35.2193,32.7935,4.4,28.3,-1,0
40.028,40.1185,4.1,5.0,0,0
36.4405,27.118,4.1,9.6,1,0
38.0903,27.0135,4.3,17.5,1,0
38.0917,27.0233,4.4,16.9,1,0
40.257,34.4535,4.0,5.0,2,0
36.482,27.1068,4.0,8.6,1,0
38.2195,38.6967,4.0,5.0,0,0
36.3987,27.6148,4.2,82.6,1,0
40.3698,27.3967,4.2,13.4,1,0
36.4537,27.1223,4.1,5.0,1,0
37.818,26.9463,4.0,6.7,1,0
38.2125,42.5825,4.0,5.0,0,0
36.4302,27.0612,4.1,10.0,1,0
36.423,27.14,4.0,5.0,1,0
39.1297,28.1153,4.1,11.2,1,0
36.4737,27.0277,4.5,7.4,1,0
36.4552,27.1027,4.1,3.4,1,0
36.461,27.0763,4.0,8.6,1,0
36.4248,27.0793,4.8,8.6,1,0
39.301,26.0888,4.3,7.4,1,0
36.5012,27.0728,5.3,8.9,1,0
40.8088,34.8033,4.4,6.4,2,0
36.4425,27.0947,4.3,1.8,1,0
36.4475,27.101,4.4,7.5,1,0
36.4418,27.0797,4.2,5.0,1,0
36.2113,26.5427,4.1,106.2,1,0
35.2115,27.6313,4.1,5.0,1,0
35.2347,27.5905,4.6,12.6,1,0
39.83,39.0897,4.3,3.4,0,0
37.1548,28.7873,4.3,6.4,1,0
39.0337,40.534,4.2,1.6,0,0
39.2965,41.1382,4.2,5.2,0,0
35.6717,26.595,4.0,2.8,1,0
39.691,37.3128,4.0,5.0,8,0
35.9285,28.0007,4.0,10.2,1,0
39.4425,40.2757,4.0,5.0,0,0
39.9817,44.5312,4.6,11.2,0,0
41.3603,33.5418,4.9,1.7,2,0
38.5958,31.6502,4.3,5.4,1,0
38.6082,31.6613,4.6,4.8,1,0
37.7672,26.4,4.3,7.5,1,0
39.1055,36.08,4.4,5.0,4,0
38.9428,26.0568,4.1,8.7,1,0
38.9412,26.0557,4.3,9.2,1,0
39.0342,41.7668,4.0,5.0,0,0
39.0985,36.0918,4.7,5.0,4,0
35.956,41.1965,4.2,19.4,6,-1
38.9765,26.044,4.7,13.5,1,0
38.9488,26.061,4.8,10.0,1,0
38.9607,26.0202,5.2,13.7,1,0
38.9638,26.0427,4.1,6.7,1,0
38.9557,26.0568,4.8,11.0,1,0
38.9773,26.0743,4.9,5.0,1,0
38.9535,26.0643,4.9,13.7,1,0
38.9748,26.0442,4.2,8.1,1,0
36.2242,41.0925,5.4,30.4,6,-1
36.0807,41.0987,4.3,14.6,6,-1
35.723,26.4018,4.3,6.3,1,0
37.8667,26.7638,4.8,14.5,1,0
37.0553,29.0795,4.1,2.7,1,0
35.712,26.2598,4.2,6.2,1,0
37.8593,26.93,4.1,7.6,1,0
40.0553,33.3175,4.8,5.0,2,0
37.8792,29.2478,4.1,1.4,1,0
38.377,39.075,4.2,5.0,0,0
37.9103,26.6052,4.0,17.5,1,0
37.796,26.4165,4.4,14.4,1,0
36.475,28.7852,4.2,2.8,1,0
38.505,39.218,5.6,5.0,0,0
38.5305,39.2102,4.0,5.0,0,0
37.8967,43.8062,4.4,5.0,0,0
35.7032,26.2382,4.6,5.4,1,0
38.8573,43.5082,4.6,5.0,0,0
39.9973,28.2088,4.1,10.2,1,0
35.9943,31.8,5.5,98.6,1,-1
37.8113,26.7922,4.1,4.6,1,0
37.9455,41.7067,5.2,9.1,-1,0
35.212,36.8703,4.1,18.5,-1,0
38.1997,38.619,4.9,2.2,0,0
40.4947,34.315,4.1,5.5,2,0
39.4475,40.2058,4.0,5.0,0,0
37.8527,26.968,4.7,8.0,1,0
39.0083,27.1558,4.0,8.2,1,0
37.8873,27.0013,4.1,11.8,1,0
39.3793,40.7708,4.1,2.6,0,0
37.7532,26.005,4.0,1.9,1,0
37.8653,26.8663,4.0,5.0,1,0
37.8593,26.423,4.0,14.4,1,0
37.832,26.4487,4.4,22.1,1,0
37.8743,26.9135,4.4,8.2,1,0
37.8532,26.8457,4.1,8.9,1,0
37.812,26.8845,4.4,11.1,1,0
37.811,26.9597,4.5,8.6,1,0
37.839,26.4117,4.0,6.5,1,0
37.9095,26.7008,4.1,9.4,1,0
37.8847,26.4667,4.2,4.1,1,0
37.8883,26.5942,4.1,8.5,1,0
37.8073,26.7305,5.0,5.0,1,0
37.8632,26.4527,4.0,3.9,1,0
37.8318,26.7598,4.1,19.0,1,0
37.8242,26.4413,4.2,5.1,1,0
37.8093,26.966,4.2,15.6,1,0
37.863,26.8668,4.1,10.7,1,0
37.7913,26.8512,4.1,8.1,1,0
37.8255,26.7472,4.2,6.3,1,0
37.825,26.8938,4.0,8.5,1,0
37.8138,26.7977,4.1,8.1,1,0
37.865,26.9847,4.0,5.0,1,0
37.7758,26.5043,4.1,7.4,1,0
37.9103,26.4887,4.2,1.6,1,0
37.8648,26.4448,4.2,4.1,1,0
37.9145,26.51,4.0,6.6,1,0
37.8817,26.9725,4.0,5.4,1,0
37.8978,26.9525,4.0,4.3,1,0
37.8683,27.004,4.4,5.2,1,0
37.859,26.964,4.1,2.2,1,0
37.6313,27.1297,4.1,3.5,1,0
37.8872,26.8612,4.1,7.5,1,0
37.8097,26.8585,4.6,10.3,1,0
37.8342,26.8578,5.2,13.2,1,0
37.8417,26.8188,4.0,6.2,1,0
37.8743,26.8475,4.0,5.3,1,0
37.8438,26.8777,4.1,7.6,1,0
37.7795,26.7163,4.0,1.6,1,0
37.887,26.8932,4.0,7.3,1,0
37.8568,26.9958,4.2,6.3,1,0
37.8382,26.7913,4.9,5.6,1,0
37.8193,26.8262,4.1,2.8,1,0
37.921,26.9243,4.1,6.9,1,0
37.7713,26.5218,4.1,8.3,1,0
37.8517,27.0092,4.0,11.8,1,0
37.8125,27.0047,4.0,7.4,1,0
37.8362,26.9125,4.2,9.4,1,0
37.8527,27.0188,4.1,1.3,1,0
37.8778,26.9005,4.4,5.3,1,0
37.8958,26.8145,4.6,9.3,1,0
37.8877,26.7057,6.7,11.2,1,-1
38.9498,40.4767,4.0,1.6,0,0
39.7883,40.2472,4.2,5.0,0,0
38.9518,40.4652,4.0,4.6,0,0
35.6857,26.2395,4.0,4.9,1,0
35.681,26.2272,5.0,9.1,1,0
35.6665,26.2433,4.2,10.8,1,0
35.6747,26.2647,5.0,8.2,1,0
37.9923,34.0673,4.0,5.3,-1,0
36.6722,26.7853,4.9,154.7,1,1
38.0587,34.0308,4.0,5.0,-1,0
40.8132,28.144,4.3,13.7,1,0
38.0603,34.0435,4.3,5.7,-1,0
38.0745,34.0308,4.2,6.4,-1,0
38.0163,34.0815,5.1,5.0,-1,0
35.2633,26.3917,4.1,1.9,1,0
36.9758,35.8205,4.0,12.0,0,0
38.6787,38.1058,4.4,5.0,0,0
38.6665,41.9622,4.0,5.0,0,0
38.6692,41.9702,4.6,5.0,0,0
39.34,41.0172,4.1,5.2,0,0
40.7013,27.4195,4.6,13.6,1,0
38.1558,38.6548,4.3,5.0,0,0
38.2017,38.6898,4.0,5.0,0,0
38.136,38.7088,4.4,1.8,0,0
38.167,38.7062,4.6,2.7,0,0
38.7257,41.9725,4.0,5.0,0,0
35.5472,27.6102,4.0,6.5,1,0
38.1787,38.6887,4.0,8.2,0,0
36.689,28.2367,4.0,71.9,1,0
39.8427,44.1557,4.2,5.0,0,0
38.0818,42.5935,4.7,4.5,0,0
38.2168,38.7588,4.7,5.0,0,0
38.1888,38.7527,4.4,5.0,0,0
38.1945,38.727,5.7,5.5,0,0
35.4902,40.5563,4.6,5.0,-1,-1
38.4037,26.685,4.5,18.4,1,0
35.704,40.7047,4.0,6.4,6,0
35.9157,40.5317,4.1,6.2,6,0
35.64,31.3778,4.0,8.1,1,0
41.8383,43.9163,4.2,27.7,3,-1
35.5438,26.7325,4.0,2.9,1,0
38.1712,38.554,4.0,5.0,0,0
38.1748,38.5297,4.1,5.0,0,0
35.559,40.9008,4.2,12.6,6,-1
35.5148,40.5947,4.6,1.6,-1,-1
35.5608,26.6618,4.0,2.8,1,0
36.7138,28.225,4.7,73.2,1,0
36.7083,28.2475,5.4,78.2,1,0
35.5622,26.666,4.3,5.4,1,0
35.5488,26.6723,4.7,6.8,1,0
38.7885,27.7937,5.5,10.9,1,0
38.4658,44.1668,5.1,5.3,0,0
40.7237,32.9412,4.3,7.2,2,0
37.4813,38.6735,4.3,6.4,0,0
39.3658,40.6797,4.4,5.0,0,0
39.3552,40.7597,5.6,5.0,0,0
39.3402,40.7582,4.7,5.0,0,0
39.3452,40.7517,4.6,5.0,0,0
39.3353,40.7577,5.9,5.0,0,-1
38.2457,38.74,5.3,5.4,0,0
35.6137,26.7265,4.3,4.2,1,0
35.151,29.1188,4.3,21.1,1,0
37.311,36.0173,4.0,9.7,0,0
35.594,26.7293,4.0,4.6,1,0
35.5472,26.7527,4.5,12.6,1,0
35.5998,26.7155,4.2,5.0,1,0
35.6013,26.7012,4.1,5.5,1,0
39.0987,27.7783,4.0,7.9,1,0
39.4045,40.0108,4.2,5.0,0,0
35.3083,27.8817,4.2,10.7,1,0
35.5165,27.7833,4.1,16.0,1,0
39.3258,38.4148,4.0,5.1,0,0
38.3967,39.0355,4.0,8.0,0,0
37.0037,28.5315,4.6,8.4,1,0
38.4357,39.2038,4.3,3.8,0,0
35.9252,27.9327,4.5,56.5,1,0
35.2837,26.1633,4.2,11.4,1,0
38.0172,42.7095,4.1,5.1,0,0
39.1043,27.8005,4.3,7.8,1,0
39.0948,27.8187,4.5,13.0,1,0
35.8158,35.5005,4.6,13.2,0,0
35.7112,35.5842,4.8,5.0,0,0
35.8522,35.5228,4.1,12.1,0,0
41.5683,28.789,4.0,17.7,-1,0
39.312,40.8772,4.4,3.4,0,0
38.3717,44.4823,4.9,5.0,0,0
35.187,26.1597,4.9,23.9,1,0
40.8278,37.271,4.2,5.4,5,0
35.1385,27.83,4.1,8.7,1,0
35.7103,35.529,4.7,8.6,0,0
38.4372,44.3203,4.3,5.0,0,0
38.8645,43.5237,4.8,5.0,0,0
39.0143,27.8327,4.1,10.7,1,0
38.1032,44.7925,4.5,8.7,0,0
39.443,27.9298,4.1,12.2,1,0
38.3897,39.0925,5.1,5.4,0,0
40.2133,36.989,4.2,1.3,5,0
38.4562,44.3498,4.4,5.0,0,0
36.9605,27.3438,4.3,15.8,1,0
36.1557,44.1485,4.7,4.2,-1,-1
35.036,27.0458,4.5,3.4,1,0
36.1268,31.1923,4.0,19.7,1,0
37.5337,36.0173,4.0,5.0,0,0
40.7057,29.262,4.0,5.1,1,0
38.4072,44.3797,4.4,18.8,0,0
38.2833,44.4628,4.1,5.0,0,0
38.4275,39.245,4.5,4.3,0,0
35.1483,27.9915,4.4,6.0,1,0
35.234,27.9623,4.2,7.8,1,0
38.1783,38.6762,4.5,5.0,0,0
35.0388,27.9603,4.4,11.8,1,0
38.27,38.776,5.1,5.2,0,0
38.4563,44.3212,4.1,5.0,0,0
38.411,44.4663,4.4,5.0,0,0
38.4175,44.4213,4.3,5.0,0,0
38.334,44.4178,4.4,7.7,0,0
38.9907,27.8767,5.0,10.4,1,0
38.4262,44.481,4.0,3.4,0,0
38.3705,44.4553,4.0,5.6,0,0
38.3353,44.5625,4.3,4.0,0,0
38.3917,44.6222,4.0,5.0,0,0
38.4143,44.4925,5.9,7.2,0,-1
38.2948,44.5528,4.1,2.9,0,0
38.9957,27.875,4.8,11.5,1,0
38.3752,44.4592,4.1,5.0,0,0
38.4025,44.4882,4.2,8.1,0,0
38.3578,44.5345,5.8,5.0,0,-1
37.3948,31.4795,4.6,5.0,1,0
39.1088,27.803,4.3,12.7,1,0
38.467,44.4225,4.0,5.0,0,0
39.1117,27.8032,4.0,7.0,1,0
39.106,27.8155,4.0,8.8,1,0
39.106,27.8257,5.2,13.0,1,0
38.3592,39.1167,4.5,5.3,0,0
38.3875,44.436,4.7,5.0,0,0
35.7315,26.863,4.6,5.4,1,0
35.1703,27.9688,4.8,3.8,1,0
38.9965,27.8518,4.2,9.0,1,0
39.0928,27.8188,4.0,11.4,1,0
35.0023,26.578,4.0,15.2,1,0
38.9793,27.8397,5.0,9.4,1,0
38.9922,27.8615,4.5,10.5,1,0
38.9827,27.8703,4.3,10.2,1,0
35.2755,27.9263,4.3,7.4,1,0
38.996,27.8625,4.2,6.6,1,0
38.366,39.0802,4.6,5.0,0,0
39.0885,27.8662,4.5,13.7,1,0
35.3292,27.8922,4.0,5.0,1,0
39.0785,27.8242,4.2,13.7,1,0
38.999,27.8562,4.8,15.4,1,0
38.4122,39.2077,4.3,2.2,0,0
38.5023,39.3268,4.8,5.1,0,0
35.08,27.9635,4.4,5.3,1,0
35.1148,27.8855,4.0,5.0,1,0
35.1038,27.8682,5.6,7.1,1,-1
35.0675,27.8395,4.0,5.0,1,0
35.1108,27.8878,4.1,5.0,1,0
39.0335,27.8197,4.0,6.3,1,0
35.2078,27.8302,4.0,2.9,1,0
35.164,27.8722,5.2,5.0,1,0
36.8307,44.9645,4.8,5.0,-1,0
35.2475,27.8305,4.5,5.0,1,0
35.1688,27.9028,4.2,6.4,1,0
39.0155,27.8498,4.6,10.6,1,0
35.1488,27.9365,4.2,5.0,1,0
35.24,27.8698,5.3,5.8,1,0
39.0925,27.838,4.3,13.7,1,0
39.1045,27.8383,5.1,13.6,1,0
38.4075,39.1408,4.5,2.6,0,0
38.3583,39.1207,4.0,5.1,0,0
38.256,38.7947,4.5,5.0,0,0
39.0388,27.8338,4.3,13.2,1,0
38.4195,39.1263,4.1,5.0,0,0
38.3553,39.1012,5.1,5.1,0,0
38.2208,38.7908,4.5,5.0,0,0
38.3247,38.8133,4.0,1.0,0,0
38.5088,39.2992,4.3,2.7,0,0
38.3413,39.0625,4.2,5.4,0,0
38.4768,39.1618,4.2,5.0,0,0
39.0588,27.833,4.0,4.0,1,0
38.4318,39.1712,4.3,5.0,0,0
38.3525,39.063,4.0,5.0,0,0
38.3703,39.1405,4.3,5.0,0,0
38.4497,39.2058,4.0,5.0,0,0
38.2313,38.7195,4.6,5.0,0,0
38.4638,39.206,4.0,5.0,0,0
38.2895,38.7108,4.0,5.8,0,0
38.3537,38.9288,4.4,5.0,0,0
38.2387,38.7,4.2,2.6,0,0
38.4193,39.0557,4.2,5.0,0,0
38.4503,38.9687,4.1,5.0,0,0
38.4072,39.187,4.5,3.5,0,0
38.3922,39.0847,6.7,5.0,0,-1
39.025,27.8748,4.2,6.6,1,0
39.0275,27.8465,4.0,7.7,1,0
40.1127,33.2528,4.6,6.2,2,0
39.04,27.8467,4.4,10.2,1,0
39.0292,27.855,4.4,12.5,1,0
39.0657,27.8598,4.1,13.9,1,0
39.0392,27.8405,4.1,9.6,1,0
39.046,27.8457,4.2,13.7,1,0
39.0642,27.8477,4.6,11.6,1,0
39.0833,27.8312,4.1,12.9,1,0
39.0737,27.8413,4.4,12.7,1,0
39.0577,27.839,5.6,12.2,1,0
38.8637,27.289,4.2,8.9,1,0
40.8613,28.2268,4.9,14.4,1,0
37.9112,26.3903,4.3,21.2,1,0
40.3462,42.1595,4.2,5.0,0,0
38.3513,38.9847,5.1,4.5,0,0
39.4555,40.0313,4.3,5.0,0,0
35.3425,26.5243,5.3,86.7,1,0
39.4522,27.915,4.3,8.7,1,0
39.45,27.918,4.5,9.9,1,0
39.4452,27.9245,5.0,9.2,1,0
35.3187,27.1677,4.2,7.7,1,0
40.3302,42.1667,4.0,5.0,0,0
36.7747,29.999,4.4,69.3,1,0
36.4597,28.699,4.0,4.4,1,0
36.5682,31.4103,4.1,86.3,1,0
36.451,28.6993,4.6,5.7,1,0
38.9405,43.7447,4.0,6.8,0,0
40.6953,29.2597,4.1,10.3,1,0
36.0507,27.9818,4.5,87.5,1,0
36.3028,28.558,5.2,14.6,1,0
35.2032,27.7703,4.0,8.8,1,0
40.425,26.112,4.1,12.0,1,0
40.8677,28.2318,4.2,9.5,1,0
40.8758,28.2943,4.4,15.1,1,0
40.8802,28.216,5.7,13.3,1,-1
40.8745,28.212,4.7,9.9,1,0
36.0227,27.2343,4.0,12.1,1,0
40.7603,32.9325,4.3,1.6,2,0
40.7765,32.9563,4.1,6.6,2,0
38.6727,44.8228,4.6,19.4,0,0
40.752,32.9668,4.5,5.0,2,0
40.7475,32.9705,5.1,6.1,2,0
40.7305,32.9682,4.9,5.0,2,0
41.0482,43.9187,4.7,5.0,3,0
35.1837,28.095,4.1,1.9,1,0
38.4967,44.2612,4.3,1.7,0,0
35.767,31.6502,4.3,10.2,1,0
35.3658,27.7815,4.3,16.0,1,0
37.5372,26.7665,4.5,16.8,1,0
37.5158,26.7573,4.5,10.7,1,0
35.807,27.5747,4.0,10.6,1,0
35.7835,27.592,5.0,15.2,1,0
35.8097,27.5338,4.3,15.3,1,0
36.1645,31.1865,4.6,24.9,1,0
37.8383,29.7262,4.1,7.7,1,0
38.3322,40.8828,4.0,5.0,0,0
37.9012,29.595,5.7,8.9,1,-1
37.8818,29.5797,4.2,8.9,1,0
38.0182,26.8568,5.0,12.9,1,0
35.1033,27.7952,5.0,8.6,1,0
39.8097,27.2312,4.1,9.9,1,0
39.678,41.4042,4.0,9.2,0,0
35.9207,31.0758,4.0,19.8,1,0
40.4648,41.762,4.5,2.2,0,0
37.096,43.4852,4.3,5.0,0,0
35.0793,27.8252,4.3,6.8,1,0
39.5818,38.6037,4.3,4.6,0,0
39.6678,26.4735,4.1,12.1,1,0
40.7608,30.7768,4.2,9.4,1,0
36.9757,27.6507,4.2,7.3,1,0
39.2677,39.8897,4.5,3.9,0,0
36.976,27.6392,4.6,7.1,1,0
37.2628,28.0455,4.2,14.3,1,0
40.5673,27.1237,4.2,16.0,1,0
